Sentences	label
那这是否算中国国家安全的隐患呢？	2
慢慢觉察到：小时候一个个美丽的梦想，随着时光无情的流过而渐渐也不属于我了。	1
此时，他才恍然明白，她耿耿于怀的，不过是那句分手时说的“对不起”。	3
就像真理一样，无法抵达。	1
途中被一个国民党军官抓住，要娶她当姨太太，老姥宁死不从，为此挨了不少打吃了不少苦，那军官又拿来不少财宝引诱，老姥假装同意了。	2
少女的心灵接近死亡地带。	1
我控制不了自己的眼睛，总是在还没到达那里时就开始搜寻着，渴望找到，只是再一次见到那份熟悉时，重忆起他的模样，心里不免又是一阵酸涩。	1
因为这种鱼儿有个特性，雄雌相恋的才能进行交尾，只有在交尾中受精的鱼籽才有可能孵出幼鱼来，所以从结果上判断，这三条鱼没有成功的雄雌相恋者，骑士与居士的形影不离只能算得上是个同性恋。	2
在有就是你要在失意的时候，一定要不要失态，不让的话你就会失去一个气节，就会让自己失去同情你的人们对你的信心，也就失去了你的东山再起的基础了。	2
有雪飘落在上面，凝成霜。	5
终于明白最最痛苦的不是事多得做不完，而是事虽多但没的一个适合自己做的，这才叫痛苦这才叫煎熬，是灵魂的慢性毒药，是青春衰退的催化剂，是生命颓败的加速器。	2
用自己的冷漠，用自己的固执，击退了他们的热情。	1
普通乘客“一票难求”，票贩子们为何却总能手握大把大把的紧俏车票？	2
哪个明星最红，哪个人有商业价值，他们最清楚，总能第一时间嗅出商机来。	0
虚无，这个矛盾的极致，是寂寞最后的感觉。	1
不再流泪，为父亲，为自己，觉得安然。	0
晚上分别的时候，其实我很难过，但我一直忍着。	2
”一次上街看见小蜜蜂飞不起来竟用手去拿，说是要救救它，却让小蜜蜂蛰到了手，哭兮兮的跟我说：“妈妈，小蜜蜂咬我手了”。	1
我们对伦敦，该嘲笑还是羡慕？	2
下周六就要结婚了，觉着自己没有从前所想象的那么开心和兴奋。	2
转眼到了圣诞，我又回到了离别多日的家乡，又见到了母亲日渐苍老的面庞，心里一阵酸楚。	1
如果你遇到一个男人，总喜欢在无事的时候，拨弄着自己的小算盘，或者是来回翻弄着自己的皮夹子，你会为这样的男人打几分？	2
他们是无辜的，说这话的时候觉得有点搞笑，但真的觉得有点无奈的酸楚。	2
只是北方的风沙会多一些，猛一些。	2
在夏天买打折的冬装，可是到了冬天，不是不喜欢衣服的款式了，就是因为体重不可预料的增加而穿不上曾经心仪的衣服了。	2
”“喜欢啊”，“那我明天再给你画。	0
然后，沉沉睡去。	2
一张照片的扫描程序就是打开－扫描－用光影魔术手处理－再裁剪－再另存为－重命名－完成。	5
这其中的历史原因复杂，时局动荡，才导致我们的国宝们背井离乡，令人痛惜。	1
那才是你的无奈呢，也是你最悲哀的悲哀了。	1
陌生的城市，总会给我带来莫名的忧伤，不管是安静惬意的小镇，还是车水马龙的都市，总会有一些人，一些事，在不经意间飞过眼前，把忧伤留在了心间。	1
我说那也打得太重太狠了吧？	2
不知道火车站类似的特殊群体还有哪些，当然应该包括的有学生。	2
重到那里，使我有点纳闷，因为２００２年前我岳父岳母也住在那里多年，现在景物依旧，人面已非，岳父２００２年秋辞世，岳母现病重在护理院。	1
首先，我认为７亿元是有的，尽管其货币计算单位是人民币而非美金。	4
它坐在那里看着过往的行人，一动不动，我看了它许久，似乎好像被它发现正有个陌生的眼神在注视着他，但它显得还是那么坦然，阳光依稀的打在他身上，他的毛是白色的，但已失去了原有的洁净！	1
上海人虽然以讲一口上海话为荣而看不起不会讲一口纯正上海话的外地人。	2
首饰也不是问题，香港人不象内地要三金一银几大件，也就是一只定情戒指，所以，这也不是负担。	0
这种苦恼积累多了容易让人偏执，甚至想逃离现实，到一个谁也不认识自己的地方玩“重新开始”。	2
我不敢想象孩子的天真是怎样被毁灭的，我不敢想象瞿老师是怎样抱着宝宝试图挣脱死神的魔爪的，我只知道瞿万容老师胜利了，虽然她把自己的生命交给了死神。	1
今天巴黎虽然亦有大虾出售，但这毕竟是雪藏的，味道欠鲜美。	1
但是，换个角度来讲，虽然我不会为了这些而和一个不相爱的人结婚，我想老公也不一定会过得很幸福吧？	1
生活中我们有很多共享的事物，可是我们的心灵感受却是独特私有的，谁也不跟谁雷同。	2
感觉自己好委屈，好想自己的爸妈，今天打电话回去，好想能痛痛快快地哭一场，可是我还是压住了自己的声音，只说是因为感冒了所以声音有些不对。	1
怎么说走就走了呢？	1
这至少是１０多年前的事情，　然而到了今天，当我突然得知著名摄影师池小宁已经去世的时候，忽然觉得恰恰是他这样的人才应该被详细地记录，而且应该早点儿让他回忆就好了！	1
对这件事，我倒是没有什么特别气愤。	0
心情一下子低落到了极点，眼泪不由得打湿脸颊。	1
我会学会忍受在想到今后你会牵起别人手时的抓狂。	2
谁成想，于今天又收回了温暖。	2
曾几何时，大修特修官衙歪风泛滥，引发了人民群众的强烈不满，有识之士深感忧虑，引起了党中央、国务院的高度重视，刹风杜患，迫在眉睫。	2
”这时，他才说了实话：“是被爸爸打的。	1
然而有些担心是不可避免的，因为，它来自于你的母亲。	2
到初五了，　破五，按北京的习俗是吃饺子，我们也自己在家包了饺子，大家吃得开心，晚上孩子孙子们都到楼下放鞭炮，我有点闻炮色变，不敢参加，只好自己看电视。	0
其中有些我是赞成的，有些则觉得好笑，但我还是尊重他们抵制的权利。	2
于是，驻足。	5
清晨，习惯地推开窗。	5
是因为她们生性懦弱，还是男人们太狠心了呢？	2
恩，说的也是，于是不再伤心，安稳的睡觉去了。	0
我就纳闷我怎么就记不住一个日子呢，是因为父母的生日过农历而我对农历向来不记，还是我的记忆力随着年龄的增大而逐渐减退了呢？	1
抖落身上你那３６度的温暖。	5
我把这个想法和同事说了，竟然得到了一致响应！	0
且卧青山对湖水，静看沧海变桑田。	0
这本是一个不该发生的悲剧，倘若曹强看到城管而逃跑时，城管没有穷追不舍；如果曹强被追到河边无路可走时，城管不再相逼，１８岁的曹强现在仍能快乐地和伙伴们一起，沉浸于他的网络世界中。	1
要走的人我怎么能够挽留？	2
想做作业，又没心情，想想，如果在学校，倒还可以用点心，至少，也算是学习了，现在，一天的学习时间好不到５个小时，这样下去，我又要下降一节了。	2
我裹着黑衣，寂寞地走在自己的影子里，内心翻江倒海。	2
消费者用心良苦依然是“无奈”，讨公道的路真是“路漫漫其修远兮”。	1
多少次梦里和你相约在美丽的雪山，多少次梦中呼唤着你的名字而落泪。	1
“再来半包”？	2
众所周知，刺激消费、扩大内需已是当前中国经济的一个首要课题。	5
可现实的事情你总要面对！	1
帆布包在身后一摆一摆，发出的沙沙声，落在夜的手掌里，显得那和么细小无力。	2
所以，很少听说有男人被女人抛弃而自绝于生命的。	2
哗哗地在田间流淌，一路歌唱。	0
有次去喝酒，开白酒时不小心掉地上摔碎，我说可惜了一瓶酒。	2
我开始有些想念，想念曾经安逸的生活。	1
终于，当那个年幼的孩子真的一天天长大，走过人生的风风雨雨，在岁月的风中迎接又一个生日的来临，生日对于我的意义也不再那样单纯轻浅，而具有了不一样的感动。	2
“这样做有什么好处呢？	3
你可以给我的只有冰冷的键盘和广阔的空间，我想走开，却习惯了你的这份冷冷的爱。	1
毁我的人有我的父母，我的妻子，还有她，但更是我自己本人。	2
２００８年５月１２日１４：２８分，大地母亲一次不经易的抖动使全世界华人的目光定格在中国四川。	5
这一生不会再有人如此为我歌唱，也不会再有那样的义无反顾的冲动和激情了。	1
拿北京站和北京西站接受农民工团体订票来说，这其实就是一种特殊化。	5
珍惜生命中曾经的拥有，珍惜那些最闪亮的日子，做好自己花圃里的天使，善待自己的未来，你的心灵将永远是春天。	0
家嫂载我们到一广场“加花虹”茶楼。	5
爸爸，我知道你最不放心的就是我和妈妈！	2
但是现在的人们对于友情很少投入了，一旦看到我们又觉得是一种很稀罕的事情，所以说他是古董。	1
扪心自问，谁没做过范跑跑？	2
特别是看到妈妈红红的眼眶……有时候想，做父母的，一年到头，和自己的儿女相聚才那么十几天，这当中的不舍，做父母的心，谁能真正的体会得到呢？	1
隔着墨镜看不见他的眼，但是实话。	5
“别太压抑自己”我回了信息，视线有点模糊了。	1
至于楼价大降会影响地方政府财政收入，这就更不值一提了，政府本身有为公众谋福利职责，如果地方政府和开发商一样都指望靠房地产来挣钱，这就是政府职能错位了，那谁又来维护百姓的利益呢？	2
记得当时有同学来看我，几年没见的同学，见面仍然是很亲切，就像我的亲人一样，每一个都是亲人。	0
这个问题，我想了好久，始终没能很好地解决。	2
在床上抽着烟等着看黎明，想一想没有头绪的事情。	1
我腊月２４从深圳到家，早在没回家之前，做媒的人就与老妈讲过了给我介绍的事儿。	0
就象别人说的，我是家里的女儿，我要挺住，听到这话的今天下午，我的眼泪一颗一颗的掉出来，那时候没有人，我好好的哭了一场，我要挺住？	1
如果离开了猩猩，我想我就会为了结婚而结婚了。	1
解答这个题目其实非常简单，只要从头到尾看一遍日本ＮＨＫ电视台的实况传播，尤其是听一下播音员和嘉宾的讲解，几乎没什么比这个更有说服力。	0
但倘若真要寻找大致还是能找到吧，只是一时的心情想寻个人说个话，如果一时联系不上，大概就不愿意大费周折。	1
中国经济社会因此而震颤，中国人民和其他友邦人民为此而心颤。	2
如果只是寂寞，请不要爱我。	2
您不要我做万千宠爱集一身养成“骄娇”之气的小公主。	0
我觉得这滋味真不好受，有些事还是不要体验的好，我要挺过去，告诉自己不要哭。	2
可是现在呢？	2
通话结束时，女的一直等不到对方挂机的声音，便问为什么。	3
直到身后传来呼喊声与尘叫声，那随后走出考场的同学奔跑着向我冲来。	3
有很多人在钓鱼，很是惬意。	0
悔的是，自己怎么就娶了个农村媳妇呢？	2
有个穿着工作服的阿姨坐在一棵树下，手中拿着破旧的手套，旁边放着沾着泥土的铁锹。	5
怎么说呢，是好是坏？	2
电脑里放着的《那些花儿》，平静中透着忧伤的旋律，将无数的过往，吹散在我的周围。	1
第二天，我就开车来到了拉斯维加斯，找到了伤员救治的医院，拉斯维加斯的大学医疗中心（ｕｍｃ）．在医院中，我见到了当天的值班主治医生汤姆·赫兰德。	1
这么多年来，我无时无刻不在探寻你的消息，我以为我再也找不到你的踪迹了，黯然神伤了……	1
堕落，沉沦，无所事事，旷课，抄作业，谈恋爱．我为什么会这样呢？	2
”都没有再说什么，听到了桃花悄然落下的凄然。	1
凝望着片片烟灰飘落在地毯上，心也仿佛随之沉和了许多。	0
是否让我觉得更加陌生？	1
他体现的是中国奥运精神中所具备的顽强、执着、勤奋，也预示着本次奥运会的成功和圆满。	0
”而拿出３００多张热门线路火车票来显摆，目的是“让你们顶着寒冷排几个小时买不到票！	0
那我问你，《英雄》里面的众英雄谁去拿了秦王的命？	4
晚上，儿子打来个电话说，三八节了，祝福你快乐！	0
此时也是如此，想念，穿过这静静的凄凉的黑夜，在我心头慢慢蔓延开来。	1
转眼一年又将过去，流年似水，逝者如斯，或许都会在这匆忙之中感悟到季节的变幻无常，而季节无常，其实人生也无常。	2
习惯一个人的音乐。	0
流年，让很多事情变得苍白。	2
于是大家各自将出来前配偶的反映，以及最后怎么相信的事，说完一个，哈哈大笑一回。	0
只是，暂时还不知道该怎么办理相关手续。	2
真是好啊，我感受到自脚底升起的嘶嘶的快乐。	0
我也许能改变自己，可我改变不了太阳的升起。	5
当眼泪想绝堤的洪水往外涌的时候，我选择了克制。	1
为什么会爱到不能爱？	2
这时，我的余光发觉周围的行人都绕开她走过，而且目不旁视，象躲开一个障碍一样。	3
却不知道，自己的爱带给他的更多的是烦恼。	2
１９日记者获悉，由教育部考试中心编写的《２００９年普通高等学校招生全国统一考试大纲》和《２００９年普通高等学校招生全国统一考试说明》已于近日出炉。	5
但这场天灾注定要有同胞西去，自然界就是这样残酷，不照顾人类的情绪。	1
我说不出口，收了也太对不起自己了。	2
但倔强的她在第二天遍自己跑去买了一只。	2
从一座城，到另一座城，究竟有多远？	2
２００８年１１月中旬的时候，骑士失去往日的威风，鳍翼卷缩，不进食也不游动，没几日就死了。	2
忘却你，伤了我自己……	1
然而我只有一个人拼搏在这陌生的城市，你说好的，会陪我，你在哪里？	2
我已经结婚了，而且很爱我老公，另外请你讲课的时候不要总是盯着我看！	4
在国内的时候，出现这种疲累的想法时，一般和朋友聊聊，或者到处走走，当晚或者第二天就顺过来了。	0
把那言不由衷的甜言蜜语，或大声或小话地说给国家的左耳听。	4
当目的日益成为惟一的追求，时间便觉得越来越紧迫起来，眼睛盯着远方，焦灼的想一步跨到。	2
日子一天天的过去，人的心理也一天天的绷紧，有心理素质差的就崩溃了就放弃了，尤其是那些复习生，把紧张时时写在脸上。	2
而央视新址重要配楼的一场大火，就烧掉了几十个亿。	2
不管我有心还是无心，不管我做了什么，一切都成为借口。	2
不知道是欺骗了自己的心灵还是欺骗了别人的眼睛，唉……	1
她静静地阅读着《被爱遗忘》，翻看着博友们的留言及评论。	5
从前的他，淡定，从容，深沉，少语。	2
这会儿估计猫也知道错了，它们最清楚是谁闯的祸，谁是被冤枉的，可我们不知道，所以不能一概批评，只好本着疑罪从无的现代法律精神，不追究任何一只猫的错误。	4
儿子走进屋门的一刹那，我的眼睛潮湿了。	0
中四比较懂事，利用闲暇日带我们几个去集上买了半扇猪肉，还有些面，要给全体疏散到千中的西安同学包饺子！	0
默默无闻是种品质，但这种品质并不适用于任何场合。	1
科目三路考阶段：未来之前听人说这一科最简单，只要能把车开走就没问题。	0
过去人们常这样形容我现在的年龄：“一位年过半百的老人”。	1
夜半，那一轮明月透过纱帘俯瞰着我的忧伤。	1
又过几天，她找到我，诉说工作太艰辛了。	2
年底时分，老公终于得以安心在家，我也早已放假，于是，他的车子也就顺理成章的归我玩几天了。	0
如果一个男人会用如此的胸襟去对待妻子，那么他是不会深爱对方的，对方也不会去珍惜他。	2
今天，是个纪念日——我们相识的第五个年头！	0
第一天去，就把档位给捌死了。	2
真是不看不知道，一看吓一跳。	2
定了定神才爬起来，看见客厅桌子上的花瓶已不在桌上，碎成无数瓣，满地狼藉，鲜花躺在地上依旧还是那么鲜艳，全家都起来了，可猫们早已不知去向。	4
回想昔日，家里还务农，有很多农田，放学后还要帮父母做农活，晚上大约八点半左右才开始做作业，而父母也很少过问自己作业，更不用谈辅导。	5
十几个同事，没有一个人是开车来的，其中一个男同事给女同事每人买了一束月季（他说是玫瑰，但我看是卖花的人哄人）。	0
而直接的受益者就是与会人员，以有效解决问题为前提，台上的发言者减负，台下的听讲者也轻松，怎么说也算是一项福利呀。	0
钓到了钓鱼生涯的第一条鱼，重１斤左右，看着雪白的鲢鱼，怎么看都觉得漂亮，激动万分，回家后看着晒伤的皮肤和黑黝黝的脸庞时，才真正明白那份属于钓鱼人的快乐与成就感。	0
又有一株材植物死去，所有的水份都被抽干，枯黄的枝杆上挂着打了卷的叶子。	1
从公私合营开始，新老字号就风雨飘摇，十年浩劫中，则死无葬身之地　。	1
在一个个寂寞忧愁的深夜里，只有孤单的一个人，黯然落泪，心碎无痕！	1
而你却因此懂得了感念。	0
儿子一会儿在网上和同学聊几句，一会儿兴冲冲地接着电话，还不时看着手机里的短信。	0
脚下是枯黄的落叶	1
怀孕以后就总想妈妈，没事就给她打电话，昨晚吃完晚饭七点多的时候给妈妈打电话，一问还没吃饭，我说这么晚怎么还没吃饭，妈妈在那边就不好意思的笑了，兴奋的给我讲了昨天去威海参加人寿保险资格考试的过程。	0
对着屏幕太久，仿佛失语般不想讲话。	1
如：ｙｏｕ　ａｒｅ　ａ　ｌｕｃｋ　ｄｏｇ　！	5
俗云：“快乐不知时日过”，而我却是“忙碌不知时日过”。	2
直到现在，它还在，不过当时贴在小板凳后面的纸条就成了一条没有留任何痕迹的纸了。	5
最后反思自己，这真的像一个笑话，是爱情吗？	2
不愧是专业人士，看问题一针见血、相当精辟，令我们豁然开朗。	4
古龙先生，梁羽生先生……随着一颗颗巨星的陨落，那个属于武侠的辉煌时代，终究亦将越行渐远，而我们作为后辈，枕着先辈们长长的书卷继续卧游。	1
我们现在哪怕还是朋友，就算当我是兄弟，我也愿意承受，一个误会让我们还没有开始的关系进入了死胡同！	2
学生们的钱哪来？	2
当风过来的时候，我会自己裹紧大衣，一个人坚持走完这样的路。	1
博客是人写出来的，杂记也好，流水帐也好，反正都是人的自言自语，通过网络一半隐私一半公众，所谓“写博”，全是人之所为，估计还没出现人以外的写手！	5
“禁改限”的头一年，全国因春节期间燃放烟花爆竹引发的火灾就达６０５７起，伤亡事故１４８７起，伤亡人数１４５２人，直接财产损失２９６３万余元。	2
看谁还敢。	2
我定了２４号早晨的飞机飞上海然后回苏州常熟，爸爸妈妈，我要回来了！	0
都说，一个年头、一个日子、一桩事情，在开始的时候下雨，就寓意着“风调雨顺”，那么，新年的第一天下雨，就是一场喜雨了。	0
有时感觉做人甚是辛苦的，白天上班，回到家后，还要面对许多烦恼事情。	2
爸爸，您的牙齿越来越不好了，吃饭也越来越慢了，手有时还会颤抖，记忆也差了，时常忘东忘西的．．．．．．爸爸，您不要着急，我不会催促您的，也不会发脾气的，就如当年您对我一样，我会对您多一点耐心。	2
一直也不相信爱情，认为这世上，没有什么感情是永恒的。	1
如果以天来算，应该是一百五十天三吧，开始的日期是我的手机开机密码，而结束的日期，应该是你最快乐、最轻松的日子！	1
关于自己是谁的问题，我还有过一次这样的“实践”。	5
小孩儿很少有不怕打针的。	2
在对视之前，双方多少经他人之口有了初步的了解，收入、家境等等。	5
没办法，大家都给，还有就是，家属觉得医院收了红包肯定会认真对待手术，反而放心了。	2
周围都是卿卿我我的情侣，鄙人夹杂其中极不协调。	2
我作为一个男子汉，却没有抓大钱的能力。	1
那时抗战已经胜利，国共打内战，时局很乱，第一次出远门而且不识丁的老姥，只知道家在泌阳，跋山涉水，历尽千险，走了很多冤枉路。	2
在物欲横流的年代，过度的宽容，懦弱的善良，只会助长贪婪者更贪婪，多少人间悲剧就是这样上演的。	2
但凡，有钱的付上两万八的入会费，完全可以在游轮上尽选美女，刻意装扮的，或是自然贤淑的美女。	0
你是个很任性的孩子，我们在争争吵吵中变成了“铁哥儿”们，今天，你要走了，我还有好多好多话要跟你说。	0
孩子现在享有的，本应该是他应该得到的！	5
我０６年由于患肺结核，手术要延长三个月才能动，我那三个月就靠止痛针，后来连止痛针都不管用拉，在床上痛的打滚，撕被子，甚至想要撞墙拉，你告诉我的话你全都忘记了吗？	2
我不知不觉八月参加了北京的“避运”族，和朋友一起在外面玩。	0
是哪一盏灯火，哪一扇窗下，有着那样的悲凉？	1
思念太苦！	2
“自从钟表被发明以来，人类生活便没有了永恒。	5
问题出在语速过快，想说的太多。	2
这么多的钱，怎么花啊！	0
正像他一个同学所言：如果我有你这样的好妈妈，我的成绩会很优秀的，他老师也头疼：如果没有你紧盯着，恐怕早背书包回家了，亲戚也说你那么爱看书学习他怎么就不开窍呢？	2
死者已逝，我不想再说别的，让我们向这位与“豆腐渣”无关、没有为自己找理由推脱、没有找人庇护、也没有辞职的中学副校长致敬！	1
和朋友聊天，我突然想起一次打雪仗，我记得是一次很美丽，很开心的回忆，可是我就是不记得是什么事了。	1
那夜，我失眠了，还记得上一次失眠是七年前……	0
是不是做事做得很辛苦，可老板却还不满意、还要你留下来继续加班？	2
我应该做我自己。	5
昨天早上，又说下午讲，一下特别紧张，好像上战场，紧锣密鼓，中饭也不没时间也不敢吃，听天由命吧，到了会议室，准备试一下话筒，工作人员说，是开别的会，讲课又改了。	2
楼房多了，电话多了，摩托车三轮车汽车多了，村上先是进行了出村路和街道路面的硬化，使出村和平时行走方便多了，村子还被评为省级文明村，我也在那时购买了摩托车。	0
你只不过有自己的苦衷。	2
问然然，这是咋了？	2
热情细心的老师帮忙拍了几张照片，拿回家来一看，其他小朋友个个眉开眼笑，面灿如花，唯他嘴噘脸吊，一脸茫然的严肃状，好像是别人过生日。	1
不然，就他的长相身段，终归是很难与“万众瞩目”亲密接触的。	1
网络不比现实，人们来到这里，目的不同，有人是想释放自己，有人是想武装自己，武装所有的烦恼，把心灵也包装起来。	2
在成都的那段时间，他经常东奔西跑，加班甚至通宵。	2
让我空对蓝屏泪点点，对影独酌，诉说柔柔哀怨。	1
妻子靠近他，暗示想和他说说悄悄话，他不厌烦的说了一句：“干吗？	2
我哼着歌收拾干净屋子。	0
荒芜一片。	1
古人说的“忧来无方，人莫知之”，原来是不错的。	2
”是的，就一年我也要走到社会，可我这样的人真的会过得好的吗？	2
虽然怀念的只是某一瞬间的感觉，或是某一时刻的阳光，情动之时，幽然中恍然又回到了久违的往昔仿佛时光将自己遗弃到从前的某个点，茕茕孑立，只有影随，心动。	1
其实，当狗也只是人的一厢情愿的想象，正是因为自己做不到看不到忠诚，才会羡慕狗的忠心，就像痛苦的人会一时兴起，羡慕白痴的无知快乐一样，无论如何，自己的内心是并不真正想做个白痴的。	1
乖乖，甜食危害于斯，那就戒呗，浅尝辄止。	2
对这句话我是印象特别的深刻，也许是正好吻合了自己的思路吧，所以一直以来，自己的操作思路真的如牛一样，注意来回的耕。	0
我不知道她为什么会没有再来跑步，也许是懒惰摧残了她的意志力吧，也许是因为工作的缘故而搬走了吧。	2
可我有了博客，用图片和文字记下今天司机大姐的妙语和百多年前的江永女书，我感觉２００９年２月２６日很有意思哩！	0
其实祖坟只有奶奶的一座坟头，爷爷和他两个兄弟的坟都是平地，　上面种满了玉米。	5
但是对于爱情也有两个自己我觉得就有些唐突了，因为爱情是一个很庄严的事情，不是你随时随地得用善变心态对待的事情。	1
中餐晚餐都没有吃的我居然一点也不饿。	3
耶稣不是人人信，耶稣节日全民享。	0
训练营可以帮你在赛季前找到状态。	0
更奇怪的是这些国家政教早已分离，也不是所有民众都入教，但教会的节日，如复活节、圣诞节等，却成为该国特定假日，人人可享，而且圣诞节比新年还大。	3
其实结果早已定了，再怎么想也难以改变。	2
却始终想不明白，这茫茫人海中，谁是谁的谁？	2
虽然心里这样想着，但还是明显感觉到了脸的热度。	2
有一天开学了，老师正准备上课，门开了，又进来几位男士老大爷，老师可高兴了就说欢迎参加唱歌班，并带头鼓掌，那些学生老太太们，也跟着啪啪响的鼓起掌来，表示热烈欢迎。	0
如果两个人当中有一个犯了错误，你还要一味的顺从吗？	2
不知道还有多少人认为这是一种风景？	2
真是触目惊心啊，他们当中有多少是罪有应得，又有多少是无辜受累。	1
我说：“我有那么坏吗？	3
媒体猜测她自责没能足够快地把孩子们带到安全位置。	1
我从来没有想过，能挽回些什么。	1
因为我明白，自己的生活，冷暖自知，别人不能分享也不能帮忙承担！	2
有一次下雨了，他脱下自己的衣服为我挡雨，害的他病了好几天。	2
看着方向感十足的许愿灯慢慢融入夜幕，直到无寻影踪，木然间惶恐，好像觉得有什么东西，也渐渐流逝不见了。	1
人们物质生活水平的提高，必然会促进精神文化的需求的增长，从亲朋居室的变化，可以预见，随着小康社会的建立，人们的居室会越来越宽敞，居室的文化品位也会日益提高。	0
对于监测点的选择也有自己的目的，比如说选在公园和郊区。	2
近十日来，有很多博友向我祝贺圣诞、新年。	0
纵使攀缘终不达，纵使相逢应不识吗？	2
穿着月色衫子的她立在后门口，对门住的年轻人走了过来说：“噢，你也在这里吗？	5
其实它就是今天的法善寺，但过去的叫法是千日前法善寺，而不是千日寺，这一点先要澄清。	5
一个“很黑很暴利”的房地产市场，不仅无法维系中国经济健康长久发展，也阻碍着中国和谐社会的建设；而一个内幕消息盛行的股市既无法增加居民财产性收入，也无法担当中国经济做大做强的重任。	2
今夜，在沉寂的氛围里，执笔化忧愁。	2
孙刘联盟也只是三分天下的一部分，可以说赤壁之战也是孔明在战略上的胜利。	0
没有告别的爱情往往是最美的吗？	2
而我现在都没给我的亲人什么。	2
如果万事都以尘世最高目标的标准来衡量自己的一切，那就自寻烦恼了。	2
二：现在的人，都怎么了？	4
心意如此，又怎能让人不兴奋呢？	0
”也只有用这个办法了。	2
这个五一我在自己的耳朵上一次性打了６个耳洞！	5
过去的岁月，因为一张粮票的无私赠与，便打动了一颗少年的心，爱情轻易地就产生了。	0
只要你看中了什么，打个电话，货物随后就送到，只需签收就可以了。	0
很感谢生命里同样有过一个被抛弃过的女朋友，让我们可以互相疗伤，然后重新认识爱情。	0
牛奶又是从哪里来的？	2
　爱情的生活没有了情书就好象橄榄失去了咀嚼味道，爱情没有了情书，没有了阅读的那些缠绵，就失去了情人间的那种朦胧的冲动。	1
真的忘记我们在一起的那段时光了吗？	2
长大了，就要经历忧伤。	2
按照四川的说法，正月十五元宵节才是“大年”，过了这一天才算过完年，其实在我们老家也是在十五过后才是年外。	5
我很无奈。	1
有惊无险！	0
让同行啧啧称奇的是，至少他们自己感觉，这些话都是发自内心的。	3
只有鞋子摩擦路面的声音，伴着我走入黑夜。	2
她同意结婚，莫非也和我有着一样的经历与看法吗？	5
你还会有失落感吗？	0
　　美国很显然的一个制度安排是，对富豪征收高额的遗产税，防止财富因世代相传而过度集中，财富越多，税赋越高，高到“逼迫”你去做慈善事业，才能“保全”自己的财产，才能更大限度地“拥有”对财产的“支配权”。	2
看介绍是一个驴友。	5
天灾难料吗？	4
热闹的群，疯狂的评，不再有他的身影。	2
然而，当人们都在热切盼望湖南省政法委能给公民彭北京一个公正交待的时候，却传出了“当事法院被曝宴请调查组”的消息。	2
又一个清冷的早晨，在阴暗的光线中醒来。	1
他也在深圳工作！	3
谁说我们怕失败，怕被人误解，怕被人忽视。	4
到幼儿园接孩子，看到卫生间的水龙头一直在不停流水，天天如此，终于有一天忍不住问了老师，水龙头怎么老流水呀？	2
其实问这个问题的时候兮然自己也在考虑。	2
你可曾知道，大洋的这岸有一个我，在那间充满你影子的教室里，一遍一遍地写着见字如面。	1
其实也很简单，那是因为人的那个“新鲜感”特点造成的，还有就是那种对精神的“填补”的渴望。	1
这不是山雨欲来风满楼，这是乡下人进城瞎紧张。	2
应该是这样吗？	2
成龙要把价值数亿元，花２０年收藏的明清两代古建筑和古戏台、紫檀木等收藏品，捐献给新加坡。	0
你本善良，也许你的那些做法是想引起我对你的注意，也许……可结果却相反。	2
而这个英雄事迹其实就是人在受到外来突然袭击，一个本能下意识对手中物品保护的动作。	2
并表示“虽然我不是高干，但是我是高干的亲戚！	0
现在我忽然明白，原来幸福的感受我给不了，任何人都给予不了，只有她自己才能给予她自己。	2
第二年，詹裕农果真上榜，夫妇俩遂双双成为美国科学院院士。	0
而且白天只是做一些机械的事情，脑袋里面空空的，到了夜里，文思泉涌，满脑袋的瓷。	0
还有给我ａｄｄ　ｏｉｌ的ＨＨ等诸多人，这感觉就像天冷有人递过来一杯热茶，那温暖，是淡淡的，但是围绕自己久久。	0
在朋友的博文中，常常会提到对婚姻的困惑，为现在的离婚率直线上升而不解。	2
　　其一，谁有权利把历史用“ＸＸ后”来进行划分？	4
那雨滴如泣如诉，在唤回一个个早逝的幽魂。	1
唉，佩服、佩服．．．．．！	1
但是这几天忙碌而且充实却是少有的。	0
应当不是。	5
真的有些爱，可以永恒的么？	2
本来作为理科生，去当个文人，总觉得不适应。	2
燕鱼儿本是一种文静的鱼，可是自从老秃走后，居士开始变得焦躁不安起来。	2
更令人吃惊的是，有业内人士向记者透露，用自来水加工生产矿物质水在业内已成普遍现象。	3
此时时间已不早了，家人已经看罢电视在叫我睡觉了。	5
比黄沾还厉害，只用了十五分钟。	0
其实，桥的苍老，发生在每日每夜，只是我们没有发觉。	1
迷失的不是城池，只是自己，而已。	1
云翔在上研究生，四个人一间房子，空间比八人一间的本科生多一些。	0
一个善良又外表潇洒却满腹经纶的成功男士，在事业上运作自如，可面对女人，一个妻子型的女人，他却毫无办法让她理解。	2
’这是导致他选择坐在窗户边上的原因。	5
他十分懊恼地说，我还没看呢！	1
天下哪有父母不帮自己的孩子的，即使自己的孩子再有错，也不允许别人说，只有自己能说。	1
今天又是一年一度的年宵节了，虽然上来深圳又有好几天了，班也上了（２月６号正式上班）好几天，但是我也不知道自己这几天是怎样过的，天天就在车间里瞎忙乱！	2
告诉你们不要排在楼梯口，还是这样排！	4
不尽相同。	5
为什么写字的时候不喜欢我在身旁？	2
